Timestamp_IST,Energy Consumption (kWh),Timestamp_UTC
2023-01-03 07:00:00+05:30,26.817403865110702,2023-01-03 01:00:00
2023-01-03 08:00:00+05:30,20.085490215959283,2023-01-03 02:00:00
2023-01-03 09:00:00+05:30,23.59044649864722,2023-01-03 03:00:00
2023-01-03 10:00:00+05:30,20.156405630768518,2023-01-03 04:00:00
2023-01-03 11:00:00+05:30,31.007757638208037,2023-01-03 05:00:00
2023-01-03 12:00:00+05:30,28.14650115094186,2023-01-03 06:00:00
2023-01-03 13:00:00+05:30,21.6371891969727,2023-01-03 07:00:00
2023-01-03 14:00:00+05:30,22.94332583016308,2023-01-03 08:00:00
2023-01-03 15:00:00+05:30,14.469994298594205,2023-01-03 09:00:00
2023-01-03 16:00:00+05:30,22.34881589194111,2023-01-03 10:00:00
2023-01-03 17:00:00+05:30,25.376199545698757,2023-01-03 11:00:00
2023-01-03 18:00:00+05:30,25.11549364922596,2023-01-03 12:00:00
2023-01-03 19:00:00+05:30,22.65344363728507,2023-01-03 13:00:00
2023-01-03 20:00:00+05:30,25.09039478502878,2023-01-03 14:00:00
2023-01-03 21:00:00+05:30,18.196062576584897,2023-01-03 15:00:00
2023-01-03 22:00:00+05:30,5.779499126959153,2023-01-03 16:00:00
2023-01-03 23:00:00+05:30,10.383596573887562,2023-01-03 17:00:00
2023-01-04 00:00:00+05:30,11.23355876102519,2023-01-03 18:00:00
2023-01-04 01:00:00+05:30,8.364918225979983,2023-01-03 19:00:00
2023-01-04 02:00:00+05:30,8.443496729007208,2023-01-03 20:00:00
2023-01-04 03:00:00+05:30,6.4188308321612455,2023-01-03 21:00:00
2023-01-04 04:00:00+05:30,9.208521407785177,2023-01-03 22:00:00
2023-01-04 05:00:00+05:30,7.30251271161664,2023-01-03 23:00:00
2023-01-04 06:00:00+05:30,21.557919608785426,2023-01-04 00:00:00
2023-01-04 07:00:00+05:30,22.323062746017584,2023-01-04 01:00:00
2023-01-04 08:00:00+05:30,24.47758610072292,2023-01-04 02:00:00
2023-01-04 09:00:00+05:30,23.43938910757995,2023-01-04 03:00:00
2023-01-04 10:00:00+05:30,20.35391145000726,2023-01-04 04:00:00
2023-01-04 11:00:00+05:30,32.97405442326522,2023-01-04 05:00:00
2023-01-04 12:00:00+05:30,25.59494353839443,2023-01-04 06:00:00
2023-01-04 13:00:00+05:30,21.85891692170789,2023-01-04 07:00:00
2023-01-04 14:00:00+05:30,33.134933147734394,2023-01-04 08:00:00
2023-01-04 15:00:00+05:30,24.340259555927155,2023-01-04 09:00:00
2023-01-04 16:00:00+05:30,15.29478728626829,2023-01-04 10:00:00
2023-01-04 17:00:00+05:30,22.528556361640618,2023-01-04 11:00:00
2023-01-04 18:00:00+05:30,20.51762950887067,2023-01-04 12:00:00
2023-01-04 19:00:00+05:30,17.36810586785344,2023-01-04 13:00:00
2023-01-04 20:00:00+05:30,20.857434604185936,2023-01-04 14:00:00
2023-01-04 21:00:00+05:30,23.264484307047493,2023-01-04 15:00:00
2023-01-04 22:00:00+05:30,11.618459590006294,2023-01-04 16:00:00
2023-01-04 23:00:00+05:30,11.493092215473965,2023-01-04 17:00:00
2023-01-05 00:00:00+05:30,12.215426968497063,2023-01-04 18:00:00
2023-01-05 01:00:00+05:30,10.626266103859672,2023-01-04 19:00:00
2023-01-05 02:00:00+05:30,9.643156603141714,2023-01-04 20:00:00
2023-01-05 03:00:00+05:30,8.600707385219305,2023-01-04 21:00:00
2023-01-05 04:00:00+05:30,9.180113082922297,2023-01-04 22:00:00
2023-01-05 05:00:00+05:30,7.2181717765628655,2023-01-04 23:00:00
2023-01-05 06:00:00+05:30,21.033691549037997,2023-01-05 00:00:00
2023-01-05 07:00:00+05:30,18.153923293085732,2023-01-05 01:00:00
2023-01-05 08:00:00+05:30,24.828424306364493,2023-01-05 02:00:00
2023-01-05 09:00:00+05:30,29.05687098762913,2023-01-05 03:00:00
2023-01-05 10:00:00+05:30,24.02645295794609,2023-01-05 04:00:00
2023-01-05 11:00:00+05:30,22.967685277124303,2023-01-05 05:00:00
2023-01-05 12:00:00+05:30,31.565912676323393,2023-01-05 06:00:00
2023-01-05 13:00:00+05:30,27.73149502348586,2023-01-05 07:00:00
2023-01-05 14:00:00+05:30,18.669166523039262,2023-01-05 08:00:00
2023-01-05 15:00:00+05:30,14.55729851263808,2023-01-05 09:00:00
2023-01-05 16:00:00+05:30,22.448064475838294,2023-01-05 10:00:00
2023-01-05 17:00:00+05:30,15.387705350242209,2023-01-05 11:00:00
2023-01-05 18:00:00+05:30,24.702078524695985,2023-01-05 12:00:00
2023-01-05 19:00:00+05:30,16.152236255384967,2023-01-05 13:00:00
2023-01-05 20:00:00+05:30,30.121003088800208,2023-01-05 14:00:00
2023-01-05 21:00:00+05:30,24.733446657404034,2023-01-05 15:00:00
2023-01-05 22:00:00+05:30,7.132868407463304,2023-01-05 16:00:00
2023-01-05 23:00:00+05:30,8.848229339702668,2023-01-05 17:00:00
2023-01-06 00:00:00+05:30,9.529054247856685,2023-01-05 18:00:00
2023-01-06 01:00:00+05:30,10.626999923281035,2023-01-05 19:00:00
2023-01-06 02:00:00+05:30,9.578562159229202,2023-01-05 20:00:00
2023-01-06 03:00:00+05:30,9.20310373941141,2023-01-05 21:00:00
2023-01-06 04:00:00+05:30,9.845990279832362,2023-01-05 22:00:00
2023-01-06 05:00:00+05:30,9.518902702907935,2023-01-05 23:00:00
2023-01-06 06:00:00+05:30,16.31824871182607,2023-01-06 00:00:00
2023-01-06 07:00:00+05:30,26.544364486224225,2023-01-06 01:00:00
2023-01-06 08:00:00+05:30,22.768700980958585,2023-01-06 02:00:00
2023-01-06 09:00:00+05:30,24.48136512010843,2023-01-06 03:00:00
2023-01-06 10:00:00+05:30,24.494778182950185,2023-01-06 04:00:00
2023-01-06 11:00:00+05:30,22.33225651184054,2023-01-06 05:00:00
2023-01-06 12:00:00+05:30,24.270920873024455,2023-01-06 06:00:00
2023-01-06 13:00:00+05:30,28.489731645909526,2023-01-06 07:00:00
2023-01-06 14:00:00+05:30,16.457509129883263,2023-01-06 08:00:00
2023-01-06 15:00:00+05:30,22.525699020153795,2023-01-06 09:00:00
2023-01-06 16:00:00+05:30,28.687172846155928,2023-01-06 10:00:00
2023-01-06 17:00:00+05:30,18.230761181728464,2023-01-06 11:00:00
2023-01-06 18:00:00+05:30,29.163815973913117,2023-01-06 12:00:00
2023-01-06 19:00:00+05:30,27.936469365936638,2023-01-06 13:00:00
2023-01-06 20:00:00+05:30,19.86030685113312,2023-01-06 14:00:00
2023-01-06 21:00:00+05:30,17.439273275112114,2023-01-06 15:00:00
2023-01-06 22:00:00+05:30,11.651834364378717,2023-01-06 16:00:00
2023-01-06 23:00:00+05:30,10.421205430354524,2023-01-06 17:00:00
2023-01-07 00:00:00+05:30,6.201435566734129,2023-01-06 18:00:00
2023-01-07 01:00:00+05:30,9.509018526276238,2023-01-06 19:00:00
2023-01-07 02:00:00+05:30,6.76068693119848,2023-01-06 20:00:00
2023-01-07 03:00:00+05:30,5.735410051857466,2023-01-06 21:00:00
2023-01-07 04:00:00+05:30,8.44008819512572,2023-01-06 22:00:00
2023-01-07 05:00:00+05:30,10.67247922204958,2023-01-06 23:00:00
2023-01-07 06:00:00+05:30,22.93694086566692,2023-01-07 00:00:00
2023-01-07 07:00:00+05:30,23.920125480378456,2023-01-07 01:00:00
2023-01-07 08:00:00+05:30,30.89449935268838,2023-01-07 02:00:00
2023-01-07 09:00:00+05:30,23.743842080075336,2023-01-07 03:00:00
2023-01-07 10:00:00+05:30,30.5270654302812,2023-01-07 04:00:00
2023-01-07 11:00:00+05:30,21.443972464620483,2023-01-07 05:00:00
2023-01-07 12:00:00+05:30,27.885837016003588,2023-01-07 06:00:00
2023-01-07 13:00:00+05:30,21.9040321395605,2023-01-07 07:00:00
2023-01-07 14:00:00+05:30,21.67100711409975,2023-01-07 08:00:00
2023-01-07 15:00:00+05:30,17.149218718401237,2023-01-07 09:00:00
2023-01-07 16:00:00+05:30,25.075095498590976,2023-01-07 10:00:00
2023-01-07 17:00:00+05:30,17.137418105787084,2023-01-07 11:00:00
2023-01-07 18:00:00+05:30,21.07004368375394,2023-01-07 12:00:00
2023-01-07 19:00:00+05:30,16.42942839018313,2023-01-07 13:00:00
2023-01-07 20:00:00+05:30,24.26287709875893,2023-01-07 14:00:00
2023-01-07 21:00:00+05:30,16.376748539418788,2023-01-07 15:00:00
2023-01-07 22:00:00+05:30,6.119054869113429,2023-01-07 16:00:00
2023-01-07 23:00:00+05:30,8.006940660594775,2023-01-07 17:00:00
2023-01-08 00:00:00+05:30,9.261540519506156,2023-01-07 18:00:00
2023-01-08 01:00:00+05:30,6.294690220327763,2023-01-07 19:00:00
2023-01-08 02:00:00+05:30,6.5810566320511885,2023-01-07 20:00:00
2023-01-08 03:00:00+05:30,9.569910165872413,2023-01-07 21:00:00
2023-01-08 04:00:00+05:30,9.560845759624758,2023-01-07 22:00:00
2023-01-08 05:00:00+05:30,9.741483785840769,2023-01-07 23:00:00
2023-01-08 06:00:00+05:30,21.131967796860163,2023-01-08 00:00:00
2023-01-08 07:00:00+05:30,14.791532960140533,2023-01-08 01:00:00
2023-01-08 08:00:00+05:30,15.440950117332724,2023-01-08 02:00:00
2023-01-08 09:00:00+05:30,26.296338436741934,2023-01-08 03:00:00
2023-01-08 10:00:00+05:30,13.644715171325103,2023-01-08 04:00:00
2023-01-08 11:00:00+05:30,20.626554858671533,2023-01-08 05:00:00
2023-01-08 12:00:00+05:30,14.139744114052055,2023-01-08 06:00:00
2023-01-08 13:00:00+05:30,25.15506075858667,2023-01-08 07:00:00
2023-01-08 14:00:00+05:30,22.86320517974024,2023-01-08 08:00:00
2023-01-08 15:00:00+05:30,23.656824690814833,2023-01-08 09:00:00
2023-01-08 16:00:00+05:30,14.622792208940218,2023-01-08 10:00:00
2023-01-08 17:00:00+05:30,19.582751663388844,2023-01-08 11:00:00
2023-01-08 18:00:00+05:30,15.77483480016233,2023-01-08 12:00:00
2023-01-08 19:00:00+05:30,25.43156362478213,2023-01-08 13:00:00
2023-01-08 20:00:00+05:30,14.492601007823442,2023-01-08 14:00:00
2023-01-08 21:00:00+05:30,26.686501744768737,2023-01-08 15:00:00
2023-01-08 22:00:00+05:30,6.552874301950638,2023-01-08 16:00:00
2023-01-08 23:00:00+05:30,11.824691284021837,2023-01-08 17:00:00
2023-01-09 00:00:00+05:30,7.0064371928514255,2023-01-08 18:00:00
2023-01-09 01:00:00+05:30,10.119207300817795,2023-01-08 19:00:00
2023-01-09 02:00:00+05:30,11.280473372547654,2023-01-08 20:00:00
2023-01-09 03:00:00+05:30,6.657712600040942,2023-01-08 21:00:00
2023-01-09 04:00:00+05:30,9.099894282683909,2023-01-08 22:00:00
2023-01-09 05:00:00+05:30,7.2972317449179345,2023-01-08 23:00:00
2023-01-09 06:00:00+05:30,15.860542271898801,2023-01-09 00:00:00
2023-01-09 07:00:00+05:30,14.796408729173475,2023-01-09 01:00:00
2023-01-09 08:00:00+05:30,28.54232995164146,2023-01-09 02:00:00
2023-01-09 09:00:00+05:30,20.31541080577468,2023-01-09 03:00:00
2023-01-09 10:00:00+05:30,17.720117372964133,2023-01-09 04:00:00
2023-01-09 11:00:00+05:30,24.698749101602253,2023-01-09 05:00:00
2023-01-09 12:00:00+05:30,25.767896692919585,2023-01-09 06:00:00
2023-01-09 13:00:00+05:30,31.78923174327578,2023-01-09 07:00:00
2023-01-09 14:00:00+05:30,20.196413548429852,2023-01-09 08:00:00
2023-01-09 15:00:00+05:30,26.026057517817225,2023-01-09 09:00:00
2023-01-09 16:00:00+05:30,21.411288616421494,2023-01-09 10:00:00
2023-01-09 17:00:00+05:30,20.046486762298418,2023-01-09 11:00:00
2023-01-09 18:00:00+05:30,31.656694810120236,2023-01-09 12:00:00
2023-01-09 19:00:00+05:30,24.92910571570243,2023-01-09 13:00:00
2023-01-09 20:00:00+05:30,31.5812748050641,2023-01-09 14:00:00
2023-01-09 21:00:00+05:30,27.274631436942403,2023-01-09 15:00:00
2023-01-09 22:00:00+05:30,11.084085502315128,2023-01-09 16:00:00
2023-01-09 23:00:00+05:30,11.723916692498952,2023-01-09 17:00:00
2023-01-10 00:00:00+05:30,7.586130602441134,2023-01-09 18:00:00
2023-01-10 01:00:00+05:30,10.46818994783262,2023-01-09 19:00:00
2023-01-10 02:00:00+05:30,6.625385982321454,2023-01-09 20:00:00
2023-01-10 03:00:00+05:30,7.582666268166838,2023-01-09 21:00:00
2023-01-10 04:00:00+05:30,5.764160779024379,2023-01-09 22:00:00
2023-01-10 05:00:00+05:30,7.420611305105104,2023-01-09 23:00:00
2023-01-10 06:00:00+05:30,25.540576067042608,2023-01-10 00:00:00
2023-01-10 07:00:00+05:30,26.885061304994075,2023-01-10 01:00:00
2023-01-10 08:00:00+05:30,15.737587872275672,2023-01-10 02:00:00
2023-01-10 09:00:00+05:30,28.273931022853453,2023-01-10 03:00:00
2023-01-10 10:00:00+05:30,23.61487566582149,2023-01-10 04:00:00
2023-01-10 11:00:00+05:30,21.043590641701375,2023-01-10 05:00:00
2023-01-10 12:00:00+05:30,18.356867314131204,2023-01-10 06:00:00
2023-01-10 13:00:00+05:30,19.963462370687708,2023-01-10 07:00:00
2023-01-10 14:00:00+05:30,14.426354047322354,2023-01-10 08:00:00
2023-01-10 15:00:00+05:30,25.25609634704662,2023-01-10 09:00:00
2023-01-10 16:00:00+05:30,19.679075036648626,2023-01-10 10:00:00
2023-01-10 17:00:00+05:30,21.18317749004181,2023-01-10 11:00:00
2023-01-10 18:00:00+05:30,20.470330365959573,2023-01-10 12:00:00
2023-01-10 19:00:00+05:30,24.17527348932177,2023-01-10 13:00:00
2023-01-10 20:00:00+05:30,15.320688766431298,2023-01-10 14:00:00
2023-01-10 21:00:00+05:30,24.09943010032177,2023-01-10 15:00:00
2023-01-10 22:00:00+05:30,9.614142721090897,2023-01-10 16:00:00
2023-01-10 23:00:00+05:30,12.752609666784023,2023-01-10 17:00:00
2023-01-11 00:00:00+05:30,6.096872761192451,2023-01-10 18:00:00
2023-01-11 01:00:00+05:30,6.140080341358864,2023-01-10 19:00:00
2023-01-11 02:00:00+05:30,7.066162811656635,2023-01-10 20:00:00
2023-01-11 03:00:00+05:30,7.370727015728057,2023-01-10 21:00:00
2023-01-11 04:00:00+05:30,8.110391224190463,2023-01-10 22:00:00
2023-01-11 05:00:00+05:30,10.338778640904417,2023-01-10 23:00:00
2023-01-11 06:00:00+05:30,17.711922519443636,2023-01-11 00:00:00
2023-01-11 07:00:00+05:30,16.625463833802062,2023-01-11 01:00:00
2023-01-11 08:00:00+05:30,25.18632810832806,2023-01-11 02:00:00
2023-01-11 09:00:00+05:30,22.80860212299236,2023-01-11 03:00:00
2023-01-11 10:00:00+05:30,33.18724128274996,2023-01-11 04:00:00
2023-01-11 11:00:00+05:30,18.291648123802677,2023-01-11 05:00:00
2023-01-11 12:00:00+05:30,18.893893024469214,2023-01-11 06:00:00
2023-01-11 13:00:00+05:30,18.092890733312306,2023-01-11 07:00:00
2023-01-11 14:00:00+05:30,24.249838209605052,2023-01-11 08:00:00
2023-01-11 15:00:00+05:30,17.864615331978236,2023-01-11 09:00:00
2023-01-11 16:00:00+05:30,19.38360829663066,2023-01-11 10:00:00
2023-01-11 17:00:00+05:30,17.181552881199085,2023-01-11 11:00:00
2023-01-11 18:00:00+05:30,18.138303302728335,2023-01-11 12:00:00
2023-01-11 19:00:00+05:30,22.773380216698357,2023-01-11 13:00:00
2023-01-11 20:00:00+05:30,21.91900901054023,2023-01-11 14:00:00
2023-01-11 21:00:00+05:30,17.73001807258781,2023-01-11 15:00:00
2023-01-11 22:00:00+05:30,7.4247438694826196,2023-01-11 16:00:00
2023-01-11 23:00:00+05:30,6.41410394663766,2023-01-11 17:00:00
2023-01-12 00:00:00+05:30,8.07697215282322,2023-01-11 18:00:00
2023-01-12 01:00:00+05:30,8.510659309353356,2023-01-11 19:00:00
2023-01-12 02:00:00+05:30,7.602783007540795,2023-01-11 20:00:00
2023-01-12 03:00:00+05:30,8.391991155445995,2023-01-11 21:00:00
2023-01-12 04:00:00+05:30,6.752779536348647,2023-01-11 22:00:00
2023-01-12 05:00:00+05:30,10.095124271150603,2023-01-11 23:00:00
2023-01-12 06:00:00+05:30,23.053616675143775,2023-01-12 00:00:00
2023-01-12 07:00:00+05:30,15.12009328853647,2023-01-12 01:00:00
2023-01-12 08:00:00+05:30,18.96465661572951,2023-01-12 02:00:00
2023-01-12 09:00:00+05:30,18.46481892431044,2023-01-12 03:00:00
2023-01-12 10:00:00+05:30,22.554492858518042,2023-01-12 04:00:00
2023-01-12 11:00:00+05:30,27.679664753104166,2023-01-12 05:00:00
2023-01-12 12:00:00+05:30,22.3335392925067,2023-01-12 06:00:00
2023-01-12 13:00:00+05:30,25.797893954690704,2023-01-12 07:00:00
2023-01-12 14:00:00+05:30,17.093949008271426,2023-01-12 08:00:00
2023-01-12 15:00:00+05:30,22.770196108261683,2023-01-12 09:00:00
2023-01-12 16:00:00+05:30,30.460108531634777,2023-01-12 10:00:00
2023-01-12 17:00:00+05:30,15.543231320089745,2023-01-12 11:00:00
2023-01-12 18:00:00+05:30,24.799061733842915,2023-01-12 12:00:00
2023-01-12 19:00:00+05:30,27.50335840401409,2023-01-12 13:00:00
2023-01-12 20:00:00+05:30,22.91571389818997,2023-01-12 14:00:00
2023-01-12 21:00:00+05:30,24.620303602292193,2023-01-12 15:00:00
2023-01-12 22:00:00+05:30,8.03844125821481,2023-01-12 16:00:00
2023-01-12 23:00:00+05:30,5.967864272978455,2023-01-12 17:00:00
2023-01-13 00:00:00+05:30,7.457900337257266,2023-01-12 18:00:00
2023-01-13 01:00:00+05:30,7.471451762909259,2023-01-12 19:00:00
2023-01-13 02:00:00+05:30,7.644111253581441,2023-01-12 20:00:00
2023-01-13 03:00:00+05:30,8.514571115922804,2023-01-12 21:00:00
2023-01-13 04:00:00+05:30,13.460299712475083,2023-01-12 22:00:00
2023-01-13 05:00:00+05:30,8.075253936947714,2023-01-12 23:00:00
2023-01-13 06:00:00+05:30,23.09338374393047,2023-01-13 00:00:00
2023-01-13 07:00:00+05:30,27.432618946456273,2023-01-13 01:00:00
2023-01-13 08:00:00+05:30,24.77613484847405,2023-01-13 02:00:00
2023-01-13 09:00:00+05:30,20.353038918184225,2023-01-13 03:00:00
2023-01-13 10:00:00+05:30,22.106705513044314,2023-01-13 04:00:00
2023-01-13 11:00:00+05:30,19.291230284871872,2023-01-13 05:00:00
2023-01-13 12:00:00+05:30,24.97497415730486,2023-01-13 06:00:00
2023-01-13 13:00:00+05:30,15.26477007601679,2023-01-13 07:00:00
2023-01-13 14:00:00+05:30,17.96357585083462,2023-01-13 08:00:00
2023-01-13 15:00:00+05:30,20.934588079404566,2023-01-13 09:00:00
2023-01-13 16:00:00+05:30,27.1374187519739,2023-01-13 10:00:00
2023-01-13 17:00:00+05:30,16.152735029572014,2023-01-13 11:00:00
2023-01-13 18:00:00+05:30,18.099741573925908,2023-01-13 12:00:00
2023-01-13 19:00:00+05:30,23.03443847797037,2023-01-13 13:00:00
2023-01-13 20:00:00+05:30,22.593148158689765,2023-01-13 14:00:00
2023-01-13 21:00:00+05:30,30.30209262258905,2023-01-13 15:00:00
2023-01-13 22:00:00+05:30,8.370740143237372,2023-01-13 16:00:00
2023-01-13 23:00:00+05:30,11.247309170082477,2023-01-13 17:00:00
2023-01-14 00:00:00+05:30,11.318764699267856,2023-01-13 18:00:00
2023-01-14 01:00:00+05:30,6.9211703891476555,2023-01-13 19:00:00
2023-01-14 02:00:00+05:30,6.444522425525401,2023-01-13 20:00:00
2023-01-14 03:00:00+05:30,8.30804483094972,2023-01-13 21:00:00
2023-01-14 04:00:00+05:30,7.299878185209923,2023-01-13 22:00:00
2023-01-14 05:00:00+05:30,7.003918657023371,2023-01-13 23:00:00
2023-01-14 06:00:00+05:30,28.355282476218964,2023-01-14 00:00:00
2023-01-14 07:00:00+05:30,19.51387565556798,2023-01-14 01:00:00
2023-01-14 08:00:00+05:30,19.776324675067738,2023-01-14 02:00:00
2023-01-14 09:00:00+05:30,16.748415548468863,2023-01-14 03:00:00
2023-01-14 10:00:00+05:30,27.863214312813543,2023-01-14 04:00:00
2023-01-14 11:00:00+05:30,15.945571179648768,2023-01-14 05:00:00
2023-01-14 12:00:00+05:30,18.392717260490983,2023-01-14 06:00:00
2023-01-14 13:00:00+05:30,25.201866029243973,2023-01-14 07:00:00
2023-01-14 14:00:00+05:30,23.913049327055813,2023-01-14 08:00:00
2023-01-14 15:00:00+05:30,17.092664136924277,2023-01-14 09:00:00
2023-01-14 16:00:00+05:30,27.504431821951886,2023-01-14 10:00:00
2023-01-14 17:00:00+05:30,21.09518026150722,2023-01-14 11:00:00
2023-01-14 18:00:00+05:30,16.14499842858887,2023-01-14 12:00:00
2023-01-14 19:00:00+05:30,17.838767668507554,2023-01-14 13:00:00
2023-01-14 20:00:00+05:30,25.237498858764795,2023-01-14 14:00:00
2023-01-14 21:00:00+05:30,24.479941043914746,2023-01-14 15:00:00
2023-01-14 22:00:00+05:30,6.994054105623329,2023-01-14 16:00:00
2023-01-14 23:00:00+05:30,9.988391142995377,2023-01-14 17:00:00
2023-01-15 00:00:00+05:30,11.825209968928842,2023-01-14 18:00:00
2023-01-15 01:00:00+05:30,6.830031881530328,2023-01-14 19:00:00
2023-01-15 02:00:00+05:30,7.671571747791452,2023-01-14 20:00:00
2023-01-15 03:00:00+05:30,13.181633993568855,2023-01-14 21:00:00
2023-01-15 04:00:00+05:30,7.282073537118161,2023-01-14 22:00:00
2023-01-15 05:00:00+05:30,6.793025296612607,2023-01-14 23:00:00
2023-01-15 06:00:00+05:30,14.371291228378219,2023-01-15 00:00:00
2023-01-15 07:00:00+05:30,24.79228213591275,2023-01-15 01:00:00
2023-01-15 08:00:00+05:30,28.92854933127196,2023-01-15 02:00:00
2023-01-15 09:00:00+05:30,17.590771806077992,2023-01-15 03:00:00
2023-01-15 10:00:00+05:30,17.546625738749213,2023-01-15 04:00:00
2023-01-15 11:00:00+05:30,17.017238969392565,2023-01-15 05:00:00
2023-01-15 12:00:00+05:30,21.869329055675184,2023-01-15 06:00:00
2023-01-15 13:00:00+05:30,31.352773361734926,2023-01-15 07:00:00
2023-01-15 14:00:00+05:30,27.34423188242941,2023-01-15 08:00:00
2023-01-15 15:00:00+05:30,18.867609510857292,2023-01-15 09:00:00
2023-01-15 16:00:00+05:30,22.9884120441604,2023-01-15 10:00:00
2023-01-15 17:00:00+05:30,28.295149442628,2023-01-15 11:00:00
2023-01-15 18:00:00+05:30,18.711942374576537,2023-01-15 12:00:00
2023-01-15 19:00:00+05:30,15.866673812344597,2023-01-15 13:00:00
2023-01-15 20:00:00+05:30,21.020428856179116,2023-01-15 14:00:00
2023-01-15 21:00:00+05:30,23.543952352018636,2023-01-15 15:00:00
2023-01-15 22:00:00+05:30,9.32368455953984,2023-01-15 16:00:00
2023-01-15 23:00:00+05:30,7.842669890373329,2023-01-15 17:00:00
2023-01-16 00:00:00+05:30,9.55286443246086,2023-01-15 18:00:00
2023-01-16 01:00:00+05:30,7.155416314166374,2023-01-15 19:00:00
2023-01-16 02:00:00+05:30,9.92780700531688,2023-01-15 20:00:00
2023-01-16 03:00:00+05:30,6.588029614504738,2023-01-15 21:00:00
2023-01-16 04:00:00+05:30,9.48935624838669,2023-01-15 22:00:00
2023-01-16 05:00:00+05:30,7.9868383250388115,2023-01-15 23:00:00
